scenario,nuplan_category,episode,env_id,steps,crashed,step_of_crash,total_reward,lane_changes,failure_category,primary_category,failure_events,evidence_paths,near_miss,near_miss_category,n_perception,n_prediction,n_planning,n_alignment,n_robustness,n_interaction,n_unknown
lane_change_simple,lane_change,0,highway-v0,30,False,0,27.28,18,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0000_step0008_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,1,highway-v0,30,False,0,27.55,15,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0001_step0011_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,2,highway-v0,8,True,8,6.73,0,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0002_step0008_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,3,highway-v0,30,False,0,27.55,1,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,4,highway-v0,30,False,0,27.7,7,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,5,highway-v0,30,False,0,27.28,18,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,6,highway-v0,18,True,18,15.46,0,Interaction,Interaction,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0006_step0018_interaction.json,False,,0,0,0,0,0,1,0
lane_change_simple,lane_change,7,highway-v0,30,False,0,27.28,21,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,8,highway-v0,30,False,0,27.68,10,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,9,highway-v0,30,False,0,27.28,19,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,10,highway-v0,21,True,21,18.5,4,Interaction,Interaction,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0010_step0021_interaction.json,False,,0,0,0,0,0,1,0
lane_change_simple,lane_change,11,highway-v0,30,False,0,27.66,11,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0011_step0011_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,12,highway-v0,30,False,0,27.28,17,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,13,highway-v0,30,False,0,27.72,8,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,14,highway-v0,30,False,0,27.28,13,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,15,highway-v0,30,False,0,27.28,21,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0015_step0008_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,16,highway-v0,30,False,0,27.61,12,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,17,highway-v0,30,False,0,27.33,3,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,18,highway-v0,30,False,0,27.32,7,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,19,highway-v0,30,False,0,27.28,25,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,20,highway-v0,30,False,0,27.32,22,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0020_step0006_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,21,highway-v0,30,False,0,27.28,9,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0021_step0012_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,22,highway-v0,20,True,20,17.55,5,Interaction,Interaction,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0022_step0020_interaction.json,False,,0,0,0,0,0,1,0
lane_change_simple,lane_change,23,highway-v0,30,False,0,27.32,12,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0023_step0012_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,24,highway-v0,30,False,0,27.32,20,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0024_step0007_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,25,highway-v0,30,False,0,27.53,16,,Unknown,0,,False,,0,0,0,0,0,0,0
lane_change_simple,lane_change,26,highway-v0,30,False,0,27.28,14,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0026_step0017_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,27,highway-v0,30,False,0,27.28,19,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0027_step0007_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,28,highway-v0,30,False,0,27.66,9,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0028_step0015_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
lane_change_simple,lane_change,29,highway-v0,30,False,0,27.43,24,Planning,Planning,1,results\analysis\runs\collision10_only_seed2_lane_change_simple\evidence\lane_change_simple_ep0029_step0005_planning_near_miss.json,True,Planning,0,0,1,0,0,0,0
